web-scraper-order,web-scraper-start-url,Name,Image
"1553487124-1998","http://www.vinmartplus.vn/danh-muc-san-pham-6","Trà matcha sữa Birdy 3in1","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493372305848_2947440.jpg"
"1553487124-2008","http://www.vinmartplus.vn/danh-muc-san-pham-6","Trà Ice Tea vị đào Lipton","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493373654698_5774731.jpg"
"1553487124-1991","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước giải khát có gas hương chanh 7 Up","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493369186521_4491952.jpg"
"1553487124-1978","http://www.vinmartplus.vn/danh-muc-san-pham-6","Bia Sapporo Blue Cap","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/27/1493264899188_2429593.jpg"
"1553487124-1986","http://www.vinmartplus.vn/danh-muc-san-pham-6","Bia Huda Carlsberg","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/27/1493263938314_7591075.jpg"
"1553487124-1984","http://www.vinmartplus.vn/danh-muc-san-pham-6","Bia Heineken","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/27/1493264118022_1917661.jpg"
"1553487124-1994","http://www.vinmartplus.vn/danh-muc-san-pham-6","Thức uống bổ sung ion Pocari Sweat","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493370852658_2956125.jpg"
"1553487124-2007","http://www.vinmartplus.vn/danh-muc-san-pham-6","Cà phê đen hòa tan G7","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493372746073_6261636.jpg"
"1553487124-2020","http://www.vinmartplus.vn/danh-muc-san-pham-6","Siro sô cô la Teisseire","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493374470729_5314118.jpg"
"1553487124-2011","http://www.vinmartplus.vn/danh-muc-san-pham-6","Trà phúc bồn tử Anh Quốc Ahmad Tea","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493373405567_3721741.jpg"
"1553487124-2003","http://www.vinmartplus.vn/danh-muc-san-pham-6","Cà phê cappuccino mocha G7 Trung Nguyên","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493373166666_3646977.jpg"
"1553487124-1996","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước khoáng có gas Perrier","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493370616948_5967392.jpg"
"1553487124-1988","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước giải khát Coca Cola lon 250ml","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493369972381_9791675.jpg"
"1553487124-2010","http://www.vinmartplus.vn/danh-muc-san-pham-6","Trà Nestea vị chanh Nestlé","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/149337349442_5451916.jpg"
"1553487124-1995","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước khoáng thiên nhiên Lavie","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493370736532_5833003.jpg"
"1553487124-2013","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước uống sữa trái cây bổ dưỡng hương cam Nutri Boost","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493374164737_1331307.jpg"
"1553487124-2018","http://www.vinmartplus.vn/danh-muc-san-pham-6","Siro caramen Teisseire","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493374726229_6827686.jpg"
"1553487124-2021","http://www.vinmartplus.vn/danh-muc-san-pham-6","Siro hương vani Teisseire","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493374350977_2864469.jpg"
"1553487124-1989","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước giải khát hương cam Fanta lon 250ml","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493369848813_7511702.jpg"
"1553487124-2001","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước cốt gà Brand's","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493371892228_8840500.jpg"
"1553487124-1997","http://www.vinmartplus.vn/danh-muc-san-pham-6","Nước khoáng thiên nhiên Evian","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493370331241_9365915.jpg"
"1553487124-2006","http://www.vinmartplus.vn/danh-muc-san-pham-6","Cà phê hương chồn Wake-up Vinacafé","http://cdn02.static-adayroi.com/resize/250_250/100/0/2017/04/28/1493372828984_6768825.jpg"
