web-scraper-order,web-scraper-start-url,Name,Address
"1553474434-699","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 192/72/74/76 Nguyễn Oanh","Sô 192/72, 192/74, 192/76 đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Thành Phố Hồ Chí Minh"
"1553474434-787","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ HPG 121 Dư Hàng","121 Dư Hàng, Phường Dư Hàng, Quận Lê Chân, Thành Phố Hải Phòng"
"1553474434-395","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 563 Ngô Quyền","563 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Thành Phố Đà Nẵng"
"1553474434-347","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ Thửa 1283, KP Bình Đường 1","Thửa đất số 1283, tờ bản đồ số 07, KP Bình Đường 1, Phường An Bình, Thị Xã Dĩ An, Tỉnh Bình Dương"
"1553474434-979","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 52 Trung Kính","Số 52 Trung Kính, phường Trung Hòa, quận Cầu Giấy, Hà Nội"
"1553474434-843","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  137 Hồ Sen - Hải Phòng","Số 137 Hồ Sen, P. Hàng Kênh, Quận Lê Chân, Hải Phòng"
"1553474434-3","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Kiot 60, 62 B1.4 KĐT Thanh Hà","Kiot 60-62, Tầng 1, Toà B1.4-HH01C, KĐT Thanh Hà-Cienco 5, xã Cự Khê, huyện Thanh Oai, Hà Nội"
"1553474434-807","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 02 Đường số 17A","02 Đường số 17A, Phường Bình Hưng Hòa, Quận Bình Tân .TP. HCM"
"1553474434-24","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI TT18-25 Văn Phú, Hà Đông","TT18-25, khu đô thị mới Văn Phú, phường Phú La, Quận Hà Đông, thành phố Hà Nội"
"1553474434-590","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 52/7 Bình Đường 2","52/7 Bình Đường 2, Phường An Bình , Thị Xã Dĩ An , Bình Dương"
"1553474434-672","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 526 Nguyễn Ảnh Thủ","Số 526 Nguyễn ảnh Thủ, Phường Hiệp Thành, Quận 12, TP. HCM"
"1553474434-729","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 1247/1 Tỉnh Lộ 43","1247/1 Tỉnh lộ 43, khu phố 2, Bình Chiểu, Thủ Đức, Hồ Chí Minh"
"1553474434-801","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 28 Nguyễn Thị Duệ","Số 28 Nguyễn Thị Duệ, phường Ngũ Lão, TP Hải Dương, tỉnh Hải Dương"
"1553474434-400","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 232 Tôn Thất Thuyết","232 Tôn Thất Thuyết, Phường 03, Quận 4, thành phố Hồ chí Minh, Việt Nam"
"1553474434-667","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ B441 Khu phố 3","B441 KP 3,Đường ĐHT 10, Phường Đông Hưng Thuận, Quận 12, TP, HCM"
"1553474434-982","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 158 Thái Thịnh","Số 158 phố Thái Thịnh, phường Láng Hạ, quận Đống Đa, Hà Nội"
"1553474434-808","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 61/3A Khu Phố 3","61/3A, Khu Phố 3, Phường Tân Thới Hiệp, Quận 12, TP.HCM"
"1553474434-555","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 28 Đường 14","28 đường 14,KP 15, Phường Bình Hưng Hòa A,Quận Bình Tân,Thành Phố Hồ Chí Minh"
"1553474434-596","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 25 Lô A Trường Sơn","25 Trường Sơn, Phường 15, Quận 10, Thành Phố Hồ Chí Minh"
"1553474434-852","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  62 Nguyễn Đức Cảnh","62 Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
"1553474434-46","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI FLC Star Tower","Tầng 1 ,Tòa FLC Star Tower, 418 Quang Trung, phường La Khê, quận Hà Đông, Hà Nội"
"1553474434-53","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Xóm 8, Ninh Hiệp","Xóm 8, Ninh Hiệp, Quận Gia Lâm Thành phố Hà Nội."
"1553474434-325","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 1301 Cách Mạng Tháng 8","1301 Cách Mạng Tháng 8, khu 3, phường Phú Thọ, thành phố Thủ Dầu Một, Tỉnh Bình Dương"
"1553474434-467","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 234 Lê Văn Hiến","234 Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Thành Phố Đà Nẵng"
"1553474434-320","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 164/3 Tô Ngọc Vân","164/3 Tô Ngọc Vân, KP5, PhườngThạnh Xuân, Quận 12, Thành phố Hồ Chí Minh"
"1553474434-122","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI A12-BT1 Lưu Hữu Phước","Số A12-BT1, đường Lưu Hữu Phước, KĐT Mỹ Đình 2, phường Mỹ Đình 2, quận Nam Từ Liêm, Hà Nội"
"1553474434-174","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HPG 558 Chợ Hàng","Số 558 Chợ Hàng, Phường Dư Hàng Kênh, quận Lê Chân, Thành Phố Hải Phòng"
"1553474434-854","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  Lô 8- 3A KCN Hoàng Mai","Lô 8- 3A KCN Hoàng Mai , Phường Hoàng Văn Thụ, Quận Hoàng Mai, Thành phố Hà Nội"
"1553474434-160","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Cổ Điển","Xóm 3, Thôn Cổ Điển, Xã Hải Bối, huyện Đông Anh, Hà Nội"
"1553474434-466","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 237 Lê Tấn Trung","237 Lê Tấn Trung, phường Thọ Quang, quận Sơn Trà, thành phố Đà Nẵng"
"1553474434-638","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 38 Nguyễn Chí Thanh","Tầng  1, chung cư Lapaz Tower, Số 38 Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Thành Phố Đà Nẵng"
"1553474434-984","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 354-356 Mỹ Đình","Số 354-356 Mỹ Đình, phường Mỹ Đình 1, quận Nam Từ Liêm, Hà Nội"
"1553474434-216","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 01.01 Tầng 1 Lô A1 số 56 Đường 66","01.01  Tầng 1, Lô A1, số 56 đường 66, Phường Thảo Điền, Quận 2, Thành Phố Hồ Chí Minh"
"1553474434-427","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI 46/230 Lạc Trung","Tầng 1, tòa chung cư số 46/230 Lạc Trung, phường Thanh Lương, quận Hai Bà Trưng, Hà Nội"
"1553474434-544","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 148 Kênh Tân Hóa","148 Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Thành Phố Hồ Chí Minh,Việt Nam"
"1553474434-861","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  10 Ngõ 10 Tôn Thất Tùng","Số 10 ngõ 10 Tôn Thất Tùng,Phường Khương Thượng, Quận Đống Đa, Hà Nội"
"1553474434-842","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  96 Lán Bè - Hải Phòng","Số 96 Lán Bè, P. Lam Sơn, Q. Lê Chân, Hải Phòng"
"1553474434-151","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Khu nhà ở Viện 103","Số 2-NV1, Khu nhà ở cho cán bộ nhân viên Viện 103 – Học viện Quân y, xã Tân Triều, huyện Thanh Trì, Hà Nội"
"1553474434-966","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 207 Định Công Thượng","Số 207 Định Công Thượng, phường Định Công, quận Hoàng Mai, Hà Nội"
"1553474434-484","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 22 Lê Lợi","22 Lê Lợi, Phường Hiệp Phú, Quận 9, thành phố Hồ Chí Minh"
"1553474434-472","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 47 Châu Thượng Văn","47 Châu Thượng Văn, Phường Hòa Cường Bắc, Quận Hải Châu, Thành Phố Đà Nẵng"
"1553474434-91","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ QNH 338 Nguyễn Văn Cừ","Số 338 đường Nguyễn Văn Cừ, phường Hồng Hà, Tp. Hạ Long, tỉnh Quảng Ninh"
"1553474434-149","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI BT1 Lô 8 Mễ Trì Hạ","BT1- Lô 8, Khu đô thị Mễ Trì Hạ, đường Mễ Trì Hạ, Phường Mễ Trì, quận Nam Từ Liêm"
"1553474434-923","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ A34 khu đấu giá Vạn Phúc","Lô A34 Đường Vạn Phúc, phường Vạn Phúc, quận Hà Đông, Hà Nội"
"1553474434-773","http://www.vinmartplus.vn/he-thong-cua-hang","VINMART+ 393 Kinh Dương Vương","393 Kinh Dương Vương, KP 6, Phường An Lạc , Quận Bình Tân"
"1553474434-267","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 217A Long Phước","217A Long Phước,  Phường Long Phước, Quận 9, Thành Phố Hồ Chí Minh"
"1553474434-368","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 7B/1C KP Đồng An 2","7B/1C Bình Hòa 24, Phường Bình Hòa, Thị Xã Thuận An, Tỉnh Bình Dương"
"1553474434-768","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HCM 150/10 Nguyễn Trãi","150/10, NGUYỄN TRÃI, PHƯỜNG BT, QUẬN 1"
"1553474434-784","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ PTO 62 Phan Châu Trinh","Số 62 Phan Châu Trinh, phường Gia Cẩm, Tp. Việt Trì, tỉnh Phú Thọ"
"1553474434-918","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ tòa nhà 51 Quan Nhân","(Tầng 1 tòa nhà) 51 Quan Nhân, phường Nhân Chính, quận Thanh Xuân, Hà Nội"
"1553474434-721","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 145 Vĩnh Viễn","145 Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh, Việt Nam"
"1553474434-608","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 326 Lê Đức Thọ","326 Lê Đức Thọ, Phường 6, Quận gò vấp, TP. HCM"
"1553474434-393","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 52/23 KP Bình Quới A","52/23 Khu phố Bình Quới A, Phường Bình Chuẩn, Thị Xã Thuận An,Tỉnh Bình Dương"
"1553474434-671","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 311 Thống Nhất","311 Thống Nhất, phường 11,  Quận Gò Vấp, thành phố Hồ Chí Minh"
"1553474434-1000","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 17B Đoàn Thị Điểm","Số 17B Đoàn Thị Điểm, phường Quốc Tử Giám, quận Đống Đa, Hà Nội"
"1553474434-306","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 208 đường số 8","208 đường số 8, phường 11, quận Gò Vấp, Thành phố Hồ Chí Minh"
"1553474434-611","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 109 Đường 39","109 Đường 39, Ấp Trung 2, phường Bình TrưngTây, Quận 2 , TP. HCM"
"1553474434-859","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  391 Ngô Xuân Quảng","Số 391 Ngô Xuân Quảng, huyện Gia Lâm, Hà Nội"
"1553474434-83","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ THA 64 Đinh Chương Dương","Số 64 Đinh Chương Dương, phường Ba Đình, thành phố Thanh Hóa, tỉnh Thanh Hóa"
"1553474434-663","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 174 Điện Biên Phủ","174 Điện Biên Phủ, Phường Vĩnh Hòa, TP Nha Trang"
"1553474434-126","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Thôn 2 Ninh Hiệp","Thôn 2, Xã Ninh Hiệp, Huyện Gia Lâm, Thành Phố Hà Nội"
"1553474434-170","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HPG 118 Hùng Vương","Số 118 Hùng Vương, Phường Thượng Lý, Quận Hồng Bàng, Thành Phố Hải Phòng"
"1553474434-518","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 179 Khu Phố 30","179 Khu phố 30, Phường Trảng Dài, Thành phố Biên Hòa, Tỉnh Đồng Nai"
"1553474434-124","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI 671 Hoàng Hoa Thám","Tầng 1, Công trình nhà ở cao tầng tại số 671 Hoàng Hoa Thám, phường Vĩnh Phúc, quận Ba Đình, Hà Nội"
"1553474434-778","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  QNH 45 tổ 19C Quang Trung","Tổ 19C, khu 6, phường Quang Trung, Tp. Uông Bí, tỉnh Quảng Ninh"
"1553474434-969","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 310 Minh Khai","Số 310 Minh Khai, phường Minh Khai, quận Hai Bà Trưng, Hà Nội"
"1553474434-399","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HPG 63 Thiên Lôi","Số 63 Thiên Lôi, phường Nghĩa Xá, quận Lê Chân, Tp. Hải Phòng"
"1553474434-270","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 30 Đô Đốc Bảo, Tổ 60","30 ĐÔ ĐỐC BẢO, Tổ 60, Phường Hòa Xuân, Quận Cẩm Lệ, Thành Phố  ĐÀ NẴNG"
"1553474434-19","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HPG Club House Imperia","Đường 17 Paris, KĐT Vinhomes Imperia , số 1 đường Hà Nội, Phường Thượng Lý, Quận Hồng Bàng, Thành phố Hải Phòng"
"1553474434-947","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 109 Trần Huy Liệu","Số 109 Trần Huy Liệu, tổ dân phố 7a, phường Giảng Võ, quận Ba Đình, Hà Nội"
"1553474434-229","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 06 Đoàn Thị Kìa","06 Đoàn Thị Kìa, Phường Tân Đông Hiệp, Thị xã Dĩ An, TỈnh Bình Dương"
"1553474434-806","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 115 Nguyễn Trãi","Số 115 đường Nguyễn Trãi, phường Phú Khánh, Thành phố Thái Bình, Tỉnh Thái Bình"
"1553474434-598","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 29/2A Trưng Nữ Vương","29/2A Trưng Nữ Vương, KP 6, Thị Trấn Hóc Môn, Huyện Hóc Môn, Thành Phố Hồ Chí Minh, Việt Nam"
"1553474434-799","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ HNI 204 Thanh Bình","Khu nhà ở Công ty Xây dựng Phát triển hạ tầng và SXVLXD, số 204 đường Thanh Bình, phường Mộ Lao, quận Hà Đông, Hà Nội"
"1553474434-700","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ Chung cư Linh Trung","Số 0.01 thuộc tầng trệt (tầng 1) chung cư kết hợp thương mại dịch vụ (chung cư Linh Trung), đường số 16, Khu phố 1, Phường Linh Trung,Quận Thủ Đức, Thành Phố Hồ Chí Minh, Việt Nam"
"1553474434-925","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 44 Ngõ 81 Đặng Văn Ngữ","Số 44 ngõ 81 Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, Hà Nội"
"1553474434-951","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 9 Thịnh Liệt","Số 9 Thịnh Liệt, phường Thịnh Liệt, quận Hoàng Mai, Hà Nội"
"1553474434-71","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ TBH 277 Lý Bôn","Số 277 Lý Bôn, phường Tiền Phong, thành phố Thái Bình"
"1553474434-2","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Lilama, 52 Lĩnh Nam","Tằng  1, Tòa nhà Lilama Hà Nội, 52 Lĩnh Nam, Mai Động, Hoàng Mai, Hà Nội"
"1553474434-463","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 68-70 Đường CN1","68-70 đường CN1, Phường Sơn Kỳ, Quận Tân Phú, Thành Phố Hồ Chí Minh"
"1553474434-771","http://www.vinmartplus.vn/he-thong-cua-hang","VINMART+ C12/13B Liên Ấp 3","C12/13 Liên Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh"
"1553474434-131","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI 80 Kẻ Vẽ","Số 80 đường Kẻ Vẽ, phường Đông Ngạc, quận Bắc Từ Liêm, Hà Nội"
"1553474434-115","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ PTO Thành Công, Việt Trì","Phố Thành Công, phường Thọ Sơn, Thành phố Việt Trì, tỉnh Phú Thọ"
"1553474434-344","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 82 Lý Phục Man","82A Lý Phục Man, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh"
"1553474434-857","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  848 Trương Định","Số 848 Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
"1553474434-222","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ Thửa 712 Đường 57 Gò Vấp","81/26 Đường số 59, Phường 14 , Quận Gò Vấp, Thành phố Hồ Chí Minh"
"1553474434-683","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 126 Văn Tiến Dũng","Số 126 Văn Tiến Dũng Tổ Dân Phố 53 , Phường Hòa Xuân, Quận Cẩm Lệ, Thành phố Đà Nẵng"
"1553474434-246","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 108A đường số 5","108A đường số 5, phường 17, quận Gò Vấp, thành phố HỒ Chí Minh"
"1553474434-67","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI 42 Vũ Xuân Thiều","Số 42 Vũ Xuân Thiều, phường Sài Đồng, quận Long Biên, thành phố Hà Nội"
"1553474434-156","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Thăng Long Victory","ô dịch vụ số 1, Tòa nhà T1 – Dự án Tổ hợp chung cư và dịch vụ hỗn hợp Thăng Long Victory tại ô đất quy hoạch ký hiệu HH1, khu đô thị mới Nam An Khánh, Hoài Đức, Hà Nội"
"1553474434-390","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI CH03-34 C2 Gamuda Gardens","Lô CH03-34, Khu đô thị mới C2 – Gamuda Gardens, phường  Trần Phú, quận Hoàng Mai, Thành phố Hà Nội"
"1553474434-105","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HDG 101-103-105 Thanh Niên","Số 101-103-105 đường Thanh Niên, phường Hải Tân, TP. Hải Dương, tỉnh Hải Dương"
"1553474434-803","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ KĐT Petro Thăng Long","KĐT Petro Thăng Long, Phường Quang Trung, TP Thái Bình, tỉnh Thái Bình"
"1553474434-336","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 113B/1/11 Đường DT743","113B/1/11 đường DT743, khu phố Đồng An 3, Phường Bình Hòa, Thị Xã Thuận An, Tỉnh Bình Dương"
"1553474434-959","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 2 ngõ 167 Phương Mai","Số 2 ngõ 167 Phương Mai, phường Kim Liên, quận Đống Đa, Hà Nội"
"1553474434-235","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 202A Quốc Lộ 13 cũ","202a Quốc Lộ 13 cũ, Phường Hiệp Bình Phước, quận Thủ Đức, thành phố Hồ Chí Minh"
"1553474434-603","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 66 Mai Xuân Thưởng","66 Mai Xuân Thưởng, Phường Vĩnh Hòa, Thành Phố Nha Trang, Tỉnh Khánh Hòa"
"1553474434-585","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 47 Nguyễn Phong Sắc","47 Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Thành Phố Đà Nẵng"
"1553474434-836","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  N07 B2 Dịch Vọng","Tầng 01 Tòa nhà Chung cư N07 B2, đường Thành Thái, Khu Đô thị mới Dịch Vọng, phường Dịch Vọng, quận Cầu Giấy, Hà Nội"
"1553474434-624","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 156A Nguyễn Hữu Thọ","C01.02 Tầng 1,  Khối Đế,  Khu Nhà Ở Cao Tầng, 156A Nguyễn Hữu Thọ, Ấp 5, Xã Phước Kiển, Huyện Nhà Bè, Thành Phố Hồ Chí Minh"
"1553474434-172","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI Xóm Ngoài Uy Nỗ (Ngã ba chợ Tó)","Xóm ngoài, Xã Uy Nỗ, Huyện Đông Anh, Hà Nội"
"1553474434-557","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 77A Dương Đình Hội","77A Dương Đình Hội, Phường Phước Long B , Quận 9 , TP. HCM"
"1553474434-915","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 31 Tân Ấp","Số 31 Tân Ấp, phường Phúc Xá, quận Ba Đình, Hà Nội"
"1553474434-847","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+  129 Lương Khánh Thiện - Hải Phòng","Số 129 Lương Khánh Thiện, Phường Cầu Đất, Quận Ngô Quyền, Hải Phòng"
"1553474434-388","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ N04 T1 Đoàn Ngoại Giao","Tầng 1, tòa N04-T1, lô N04B, Khu Đoàn Ngoại Giao tại Hà Nội, đường Nguyễn Văn Huyên kéo dài, phường Xuân Đỉnh, quận Bắc Từ Liêm, Hà Nội"
"1553474434-750","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HCM TM12 - 8X Plus","Lô TM12, Tầng 1 (trệt), tầng 2 (lửng) Dự án chung cư cao tầng phường Tân Thới Nhất (Chung cư 8X Plus), 22/14, 22/14A, 22/14B, 22/14C, 22/14D đường Trường Chinh, phường Tân Thới Nhất, quận 12, thành phố Hồ Chí Minh"
"1553474434-377","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 245 Nguyễn Phúc Chu","245 Nguyễn Phúc Chu, Phường Trảng Dài, Thành Phố Biên Hòa, Tỉnh Đồng Nai"
"1553474434-454","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 89 Hoàng Bá Bích","89 Hoàng Bá Bích, Tổ 4, Khu Phố 5, Phường Long Bình, Thành Phố Biên Hòa, Tỉnh Đồng Nai"
"1553474434-631","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 50-52 Võ Công Tồn","50-52 Võ Công Tồn, phường Tân Quý, quận Tân Phú, TP. Hồ Chí Minh"
"1553474434-397","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 170 Triệu Nữ Vương","170 Triệu Nữ Vương, Phường Nam Dương, Quận Hải Châu, thành phố Đà Nẵng"
"1553474434-44","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HDG 297 Nguyễn Lương Bằng","Số 297 Nguyễn Lương Bằng, Khu 1, phường Thanh Bình, thành phố Hải Dương"
"1553474434-450","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 36-38 A13 Nguyễn Văn Tiên","36-38/A13 Nguyễn Văn Tiên, KP 11, Phường Tân Phong, Thành Phố Biên Hòa, Tỉnh Đồng Nai"
"1553474434-86","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ THA 364 Lê Lai","Số  364 Lê Lai, Phường Đông Sơn, Thành phố Thanh Hóa, Tỉnh Thanh Hóa"
"1553474434-343","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 246B Lê Thị Hoa","246B Lê Thị Hoa, KP 5, Phường Bình Chiểu, Quận Thủ Đức, Thành Phố Hồ Chí Minh"
"1553474434-976","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 31 Xuân Đỉnh","Số 31 đường Xuân Đỉnh, phường Xuân Đỉnh, quận Bắc Từ Liêm, Hà Nội"
"1553474434-558","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 17/4 Nguyễn Thị Kiểu","Số 17/4 Nguyễn Thị Kiểu, KP 3, Phường Tân Thới Hiệp, Quận 12, Thành Phố Hồ Chí Minh"
"1553474434-303","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 199 Lê Hồng Phong","199 Lê Hồng Phong, Phường Phú Lợi, Thành phố Thủ Dầu Một, TỈnh Bình Dương"
"1553474434-256","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 14A ĐT 743","14A ĐT 743, KP Tân An, P.Tân Đông Hiệp, Dĩ An, BD"
"1553474434-194","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 45/2A Nguyễn Ảnh Thủ","45/2A Nguyễn Ảnh Thủ, kp 4, pTân Chánh Hiệp, Q12, TP HCM"
"1553474434-689","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 28 Trần Qúy Cáp","Số 28 Trần Quý Cáp, Phường Vạn Thắng, thành phố Nha Trang,Tỉnh Khánh Hòa, Việt Nam"
"1553474434-45","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ HNI 156 Phú Lãm","Số  156 , tổ 7, phường Phú Lãm, quận Hà Đông, thành phố Hà Nội"
"1553474434-896","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 116-118 Cầu Diễn","116-118 Cầu Diễn, phường Phúc Diễn, quận Bắc Từ Liêm, HN"
"1553474434-658","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 53 Phạm Cự Lượng","53 Phạm Cự Lượng, Phường An Hải Đông,Quận Sơn Trà, Thành Phố  Đà Nẵng"
"1553474434-300","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 9B Bắc Hải","9B Bắc Hải, phường 15, quận 10,  Thành Phố Hồ Chí Minh"
"1553474434-297","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 486 Lê Đức Thọ","486 Lê Đức Thọ, Phường 17, Quận Gò Vấp, Thành Phố Hồ Chí Minh"
"1553474434-648","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 17 Đường làng Tăng Phú,","17 Đường Làng Tăng Phú, Khu Phố 4, Phường Tăng Nhơn Phú A, Quận 9 , TP. HCM"
"1553474434-995","http://www.vinmartplus.vn/he-thong-cua-hang","VinMart+ 32 ngách 85 Trung Tả","Số 32 ngách 85 ngõ Trung Tả, phường Thổ Quan, quận Đống Đa, Hà Nội"
"1553474434-253","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 33A Tổ 5, KP2","33A Tổ 5,KP 2, Phường Long Bình Tân, Thành Phố Biên Hòa,Tỉnh Đồng Nai"
"1553474434-403","http://www.vinmartplus.vn/he-thong-cua-hang","VM+ 98 Phùng Văn Cung","98 Phùng Văn Cung, Phường 7, Quận Phú Nhuận,Thành Phố Hồ Chí Minh"
